IPO Date,Symbol,Company Name,IPO Price,Current,Return,Market Cap,Year,Industry,Price_1W,Price_1M,Price_6M,Price_1Y,Return_1W_pct,Return_1M_pct,Return_6M_pct,Return_1Y_pct,Market Cap Size,Success_Q2
2019-05-07,TRVI,"Trevi Therapeutics, Inc.",10.0,6.92,-32.5,669.04,2019,Biotechnology,8.9,9.41,2.98,2.65,-11.0,-5.9,-70.2,-73.5,Mid Cap,0
2019-05-03,RRBI,"Red River Bancshares, Inc.",45.0,54.5,21.11,369.38,2019,Banks - Regional,49.16,47.43,42.0,36.67,9.24,5.4,-6.67,-18.51,Mid Cap,0
2019-05-02,BYND,"Beyond Meat, Inc.",25.0,2.57,-89.8,196.3,2019,Packaged Foods,68.27,104.12,81.99,91.53,173.08,316.48,227.96,266.12,Small Cap,1
2019-05-02,SY,So-Young International Inc.,13.8,0.85,-93.96,85.47,2019,Health Information Services,17.34,15.17,10.37,9.23,25.65,9.93,-24.86,-33.12,Small Cap,0
2019-05-02,TMDX,"TransMedics Group, Inc.",16.0,92.21,486.56,3120.0,2019,Medical Devices,25.19,27.19,17.99,16.59,57.44,69.94,12.44,3.69,Large Cap,1
2019-04-30,WAFU,Wah Fu Education Group Limited,5.0,1.41,-71.92,6.2,2019,Education & Training Services,3.95,2.86,2.77,1.68,-21.0,-42.8,-44.6,-66.4,Small Cap,0
2019-04-18,PINS,"Pinterest, Inc.",19.0,27.48,45.26,18580.0,2019,Internet Content & Information,28.8,26.7,25.57,17.45,51.58,40.53,34.58,-8.16,Large Cap,0
2019-04-18,ZM,Zoom Communications Inc.,36.0,78.23,120.0,23880.0,2019,Software - Application,65.0,89.98,71.11,150.06,80.56,149.94,97.53,316.83,Large Cap,1
2019-04-17,BWAY,BrainsWay Ltd.,11.0,8.71,-18.0,169.76,2019,Medical Devices,11.25,10.88,9.09,7.4,2.27,-1.09,-17.36,-32.73,Small Cap,0
2019-04-17,PLMR,"Palomar Holdings, Inc.",15.0,155.69,937.93,4160.0,2019,Insurance - Property & Casualty,18.98,22.3,40.9,55.24,26.53,48.67,172.67,268.27,Large Cap,1
2019-04-12,JMIA,Jumia Technologies AG,14.5,2.48,-82.83,303.71,2019,Internet Retail,35.15,26.6,7.54,2.85,142.41,83.45,-48.0,-80.34,Mid Cap,0
2019-04-11,PD,"PagerDuty, Inc.",24.0,15.15,-35.71,1380.0,2019,Software - Application,39.15,51.82,26.39,18.39,63.12,115.92,9.96,-23.38,Mid Cap,0
2019-04-05,GHSI,"Guardion Health Sciences, Inc.",4.0,3.25,-18.75,4.39,2019,Drug Manufacturers - Specialty & Generic,6.66,3.67,1.05,0.82,66.5,-8.25,-73.75,-79.5,Small Cap,0
2019-04-04,TW,Tradeweb Markets Inc.,27.0,144.31,432.33,34120.0,2019,Capital Markets,40.88,38.07,36.89,44.48,51.41,41.0,36.63,64.74,Large Cap,1
2019-04-02,XTKG,"X3 Holdings Co., Ltd.",,1.19,,16.38,2019,Software - Application,1444.53,1147.92,742.64,536.6,,,,,Small Cap,0
2019-03-29,HPH,Highest Performances Holdings Inc.,,6.65,,101.42,2019,Asset Management,378.0,369.0,402.0,378.0,,,,,Small Cap,0
2019-03-29,LYFT,"Lyft, Inc.",72.0,13.2,-81.92,5550.0,2019,Software - Application,74.45,60.59,41.78,27.6,3.4,-15.85,-41.97,-61.67,Large Cap,0
2019-03-27,GNFT,Genfit S.A.,22.0,4.53,-78.77,213.17,2019,Biotechnology,23.7,25.2,17.4,14.53,7.73,14.55,-20.91,-33.95,Small Cap,0
2019-03-21,LEVI,Levi Strauss & Co.,17.0,16.29,-4.18,6440.0,2019,Apparel Manufacturing,19.98,20.95,16.08,10.21,17.53,23.24,-5.41,-39.94,Large Cap,0
2019-03-20,TIGR,UP Fintech Holding Limited,8.0,8.98,12.31,1570.0,2019,Capital Markets,12.87,15.52,4.98,2.36,60.87,94.0,-37.75,-70.5,Mid Cap,0
2019-03-08,FUTU,Futu Holdings Limited,12.0,101.17,738.75,14090.0,2019,Capital Markets,17.59,16.41,11.01,12.7,46.58,36.75,-8.25,5.83,Large Cap,1
2019-02-15,AREC,American Resources Corporation,4.0,0.77,-80.0,59.52,2019,Coking Coal,3.98,3.98,2.49,0.57,-0.5,-0.5,-37.75,-85.75,Small Cap,0
2019-02-08,GOSS,"Gossamer Bio, Inc.",16.0,1.25,-92.75,284.03,2019,Biotechnology,19.3,19.86,19.87,14.8,20.63,24.12,24.19,-7.5,Small Cap,0
2019-02-07,ALEC,"Alector, Inc.",19.0,1.16,-93.74,115.99,2019,Biotechnology,18.8,16.61,19.0,35.28,-1.05,-12.58,0.0,85.68,Small Cap,1
2019-02-04,INMB,"INmune Bio, Inc.",8.0,7.57,-5.0,173.87,2019,Biotechnology,7.69,7.5,8.82,4.78,-3.87,-6.25,10.25,-40.25,Small Cap,0
2019-01-31,NFE,New Fortress Energy Inc.,14.0,5.54,-60.43,1520.0,2019,Oil & Gas Midstream,12.35,13.97,10.81,13.21,-11.79,-0.21,-22.79,-5.64,Mid Cap,0
2019-01-17,RBKB,"Rhinebeck Bancorp, Inc.",10.0,11.42,14.2,123.21,2019,Banks - Regional,11.58,11.62,10.92,11.21,15.8,16.2,9.2,12.1,Small Cap,1
2019-01-09,BCOW,"1895 Bancorp of Wisconsin, Inc.",10.0,9.4,-6.0,52.07,2019,Banks - Regional,10.0,9.48,9.33,10.7,0.0,-5.2,-6.7,7.0,Small Cap,1
2020-12-29,MRM,MEDIROM Healthcare Technologies Inc.,15.0,0.8,-94.67,6.32,2020,Personal Services,14.35,15.24,9.46,6.45,-4.33,1.6,-36.93,-57.0,Small Cap,0
2020-12-16,BCAB,"BioAtla, Inc.",18.0,0.52,-97.11,30.37,2020,Biotechnology,32.3,45.38,39.92,19.57,79.44,152.11,121.78,8.72,Small Cap,1
2020-12-16,UPST,"Upstart Holdings, Inc.",20.0,52.0,159.15,4940.0,2020,Credit Services,46.32,56.0,124.69,140.64,131.6,180.0,523.45,603.2,Large Cap,1
2020-12-11,ABCL,AbCellera Biologics Inc.,20.0,2.19,-88.65,652.59,2020,Biotechnology,49.22,36.59,23.84,13.97,146.1,82.95,19.2,-30.15,Mid Cap,0
2020-12-11,CERT,"Certara, Inc.",23.0,12.78,-44.44,2060.0,2020,Health Information Services,35.55,35.04,26.32,27.76,54.57,52.35,14.43,20.7,Large Cap,1
2020-12-11,FDMT,"4D Molecular Therapeutics, Inc.",23.0,3.57,-83.65,165.3,2020,Biotechnology,47.36,41.42,28.65,21.93,105.91,80.09,24.57,-4.65,Small Cap,0
2020-12-11,NBTX,Nanobiotix S.A.,13.5,3.55,-73.7,167.56,2020,Biotechnology,18.43,18.82,16.35,7.96,36.52,39.41,21.11,-41.04,Small Cap,0
2020-12-10,ABNB,"Airbnb, Inc.",68.0,124.89,85.07,77080.0,2020,Travel Services,147.05,149.77,147.01,180.42,116.25,120.25,116.19,165.32,Large Cap,1
2020-12-09,AI,"C3.ai, Inc.",42.0,21.98,-47.02,2920.0,2020,Software - Infrastructure,113.69,143.63,60.91,32.09,170.69,241.98,45.02,-23.6,Large Cap,0
2020-12-09,DASH,"DoorDash, Inc.",102.0,205.4,100.89,87040.0,2020,Internet Content & Information,158.05,156.09,142.5,164.86,54.95,53.03,39.71,61.63,Large Cap,1
2020-12-09,PUBM,"PubMatic, Inc.",20.0,9.74,-51.3,470.85,2020,Software - Application,26.86,26.31,28.79,38.66,34.3,31.55,43.95,93.3,Mid Cap,1
2020-12-03,DCBO,Docebo Inc.,52.21,31.7,-39.11,961.14,2020,Software - Application,48.82,65.09,52.06,62.85,-6.49,24.67,-0.29,20.38,Mid Cap,1
2020-11-20,MRVI,"Maravai LifeSciences Holdings, Inc.",27.0,2.12,-91.96,538.57,2020,Biotechnology,29.16,29.53,38.55,37.46,8.0,9.37,42.78,38.74,Mid Cap,1
2020-11-20,SHC,Sotera Health Company,23.0,12.93,-43.44,3670.0,2020,Diagnostics & Research,27.97,26.49,23.03,22.54,21.61,15.17,0.13,-2.0,Large Cap,0
2020-11-19,OLMA,"Olema Pharmaceuticals, Inc.",19.0,5.59,-71.34,381.64,2020,Biotechnology,49.5,44.0,24.49,22.76,160.53,131.58,28.89,19.79,Mid Cap,1
2020-11-19,TLS,Telos Corporation,17.0,2.65,-84.24,198.41,2020,Software - Infrastructure,20.06,26.97,29.66,18.83,18.0,58.65,74.47,10.76,Small Cap,1
2020-10-30,AVIR,"Atea Pharmaceuticals, Inc.",24.0,2.95,-87.83,252.3,2020,Biotechnology,34.17,33.32,26.65,11.64,42.38,38.83,11.04,-51.5,Small Cap,0
2020-10-30,LU,Lufax Holding Ltd,13.5,2.95,-78.15,2570.0,2020,Credit Services,24.05,24.23,19.05,9.28,78.15,79.48,41.11,-31.26,Large Cap,0
2020-10-30,SHOT,"Safety Shot, Inc.",7.5,0.51,-93.28,37.97,2020,Beverages - Non-Alcoholic,4.26,5.2,4.76,1.94,-43.2,-30.67,-36.53,-74.13,Small Cap,0
2020-10-29,ALGM,"Allegro MicroSystems, Inc.",14.0,19.15,36.79,3530.0,2020,Semiconductors,22.75,25.41,26.59,33.36,62.5,81.5,89.93,138.29,Large Cap,1
2020-10-29,LESL,"Leslie's, Inc.",17.0,0.65,-96.18,120.05,2020,Specialty Retail,24.56,20.0,29.15,20.68,44.47,17.65,71.47,21.65,Small Cap,1
2020-10-28,BDSX,"Biodesix, Inc.",18.0,0.47,-97.37,68.03,2020,Diagnostics & Research,13.33,16.94,17.38,7.56,-25.94,-5.89,-3.44,-58.0,Small Cap,0
2020-10-28,MAX,"MediaAlpha, Inc.",19.0,9.82,-47.11,662.55,2020,Internet Content & Information,38.5,38.93,42.96,17.25,102.63,104.89,126.11,-9.21,Mid Cap,0
2020-10-23,FHTX,Foghorn Therapeutics Inc.,16.0,3.94,-73.13,219.11,2020,Biotechnology,15.98,16.71,11.98,12.7,-0.12,4.44,-25.12,-20.63,Small Cap,0
2020-10-22,GHLD,Guild Holdings Company,15.0,12.87,-13.67,796.53,2020,Mortgage Finance,11.61,10.94,10.67,11.21,-22.6,-27.07,-28.87,-25.27,Mid Cap,0
2020-10-16,OPT,Opthea Limited,13.5,3.41,-74.74,466.57,2020,Biotechnology,13.5,12.79,9.65,7.72,0.0,-5.26,-28.52,-42.81,Mid Cap,0
2020-10-16,TARS,"Tarsus Pharmaceuticals, Inc.",16.0,48.02,198.13,2020.0,2020,Biotechnology,23.5,24.98,30.01,28.52,46.88,56.12,87.56,78.25,Large Cap,1
2020-10-15,ARRY,"Array Technologies, Inc.",22.0,4.93,-77.09,751.89,2020,Solar,43.94,38.47,29.1,18.87,99.73,74.86,32.27,-14.23,Mid Cap,0
2020-10-15,EBC,"Eastern Bankshares, Inc.",10.0,15.29,54.6,3060.0,2020,Banks - Regional,11.25,12.28,17.59,19.18,12.5,22.8,75.9,91.8,Large Cap,1
2020-10-15,MNSO,MINISO Group Holding Limited,20.0,18.49,-7.55,5670.0,2020,Specialty Retail,18.52,18.49,25.15,15.13,-7.4,-7.55,25.75,-24.35,Large Cap,0
2020-10-09,IH,iHuman Inc.,12.0,2.25,-81.25,117.04,2020,Education & Training Services,23.41,19.26,11.52,4.6,95.08,60.5,-4.0,-61.67,Small Cap,0
2020-10-09,KRON,"Kronos Bio, Inc.",19.0,0.73,-96.28,44.57,2020,Biotechnology,32.06,29.37,28.0,17.76,68.74,54.58,47.37,-6.53,Small Cap,0
2020-10-09,SPRB,"Spruce Biosciences, Inc.",15.0,0.08,-99.48,3.32,2020,Biotechnology,15.38,19.19,15.72,5.18,2.53,27.93,4.8,-65.47,Small Cap,0
2020-10-09,STTK,"Shattuck Labs, Inc.",17.0,1.0,-93.85,47.67,2020,Biotechnology,20.0,23.46,28.43,20.13,17.65,38.0,67.24,18.41,Small Cap,1
2020-10-08,ELUT,Elutia Inc.,17.0,1.93,-88.0,78.62,2020,Medical Devices,11.8,10.77,13.84,6.41,-30.59,-36.65,-18.59,-62.29,Small Cap,0
2020-10-08,FUBO,fuboTV Inc.,10.0,2.52,-76.15,860.52,2020,Broadcasting,10.79,14.92,22.37,25.12,7.9,49.2,123.7,151.2,Mid Cap,1
2020-10-07,SQFT,"Presidio Property Trust, Inc.",5.0,0.65,-86.8,8.37,2020,REIT - Diversified,2.98,2.38,2.87,2.96,-40.4,-52.4,-42.6,-40.8,Small Cap,0
2020-10-02,ASO,"Academy Sports and Outdoors, Inc.",13.0,37.83,196.62,2520.0,2020,Specialty Retail,12.99,14.77,26.35,39.24,-0.08,13.62,102.69,201.85,Large Cap,1
2020-10-02,CCCC,"C4 Therapeutics, Inc.",19.0,1.62,-91.47,115.0,2020,Biotechnology,22.8,24.74,36.99,45.96,20.0,30.21,94.68,141.89,Small Cap,1
2020-10-02,IMNM,"Immunome, Inc.",12.0,8.5,-27.67,739.08,2020,Biotechnology,13.91,10.98,33.88,20.16,15.92,-8.5,182.33,68.0,Mid Cap,1
2020-10-01,AVO,"Mission Produce, Inc.",12.0,10.41,-12.75,739.5,2020,Food Distribution,12.23,13.19,18.1,18.73,1.92,9.92,50.83,56.08,Mid Cap,1
2020-10-01,LUNG,Pulmonx Corporation,19.0,3.6,-81.05,144.93,2020,Medical Devices,43.12,42.06,44.0,38.0,126.95,121.37,131.58,100.0,Small Cap,1
2020-10-01,THRY,"Thryv Holdings, Inc.",10.17,13.88,37.46,606.87,2020,Internet Content & Information,11.12,8.55,24.07,30.52,9.34,-15.93,136.68,200.1,Mid Cap,1
2020-09-30,ASAN,"Asana, Inc.",21.0,16.09,-22.81,3750.0,2020,Software - Application,26.48,22.11,26.16,103.84,26.1,5.29,24.57,394.48,Large Cap,1
2020-09-30,PLTR,Palantir Technologies Inc.,7.25,123.97,,292530.0,2020,Software - Infrastructure,10.0,10.13,21.73,24.04,37.93,39.72,199.72,231.59,Large Cap,1
2020-09-30,YALA,Yalla Group Limited,7.5,7.03,-7.6,1110.0,2020,Software - Application,8.08,8.41,21.99,7.59,7.73,12.13,193.2,1.2,Mid Cap,1
2020-09-25,GLSI,"Greenwich LifeSciences, Inc.",5.75,9.85,73.91,130.74,2020,Biotechnology,4.29,4.06,31.7,41.4,-25.39,-29.39,451.3,620.0,Small Cap,1
2020-09-25,PMVP,"PMV Pharmaceuticals, Inc.",18.0,0.95,-94.46,49.38,2020,Biotechnology,33.0,34.74,33.01,29.26,83.33,93.0,83.39,62.56,Small Cap,1
2020-09-25,PRLD,Prelude Therapeutics Incorporated,19.0,0.83,-95.33,46.57,2020,Biotechnology,33.01,32.35,49.44,34.64,73.74,70.26,160.21,82.32,Small Cap,1
2020-09-24,TSHA,"Taysha Gene Therapies, Inc.",20.0,2.46,-88.0,503.41,2020,Biotechnology,20.35,20.02,22.47,20.04,1.75,0.1,12.35,0.2,Mid Cap,1
2020-09-23,BSY,"Bentley Systems, Incorporated",22.0,43.84,101.25,13830.0,2020,Software - Application,30.86,35.85,43.23,64.25,40.27,62.95,96.5,192.05,Large Cap,1
2020-09-23,CRSR,"Corsair Gaming, Inc.",17.0,6.99,-57.97,739.68,2020,Computer Hardware,20.1,24.67,32.29,27.87,18.24,45.12,89.94,63.94,Mid Cap,1
2020-09-23,GDRX,"GoodRx Holdings, Inc.",33.0,4.69,-85.79,1800.0,2020,Health Information Services,55.6,52.5,37.62,46.33,68.48,59.09,14.0,40.39,Mid Cap,1
2020-09-23,LSF,"Laird Superfood, Inc.",22.0,6.31,-72.09,64.99,2020,Packaged Foods,45.87,51.26,36.62,19.08,108.5,133.0,66.45,-13.27,Small Cap,0
2020-09-18,ATHA,"Athira Pharma, Inc.",17.0,0.28,-98.34,10.74,2020,Biotechnology,16.25,20.86,20.66,10.13,-4.41,22.71,21.53,-40.41,Small Cap,0
2020-09-18,CMPS,COMPASS Pathways plc,17.0,4.05,-76.09,375.33,2020,Medical Care Facilities,43.17,36.83,42.76,33.14,153.94,116.65,151.53,94.94,Mid Cap,1
2020-09-18,U,Unity Software Inc.,52.0,21.47,-58.35,8920.0,2020,Software - Application,89.85,89.3,108.98,136.69,72.79,71.73,109.58,162.87,Large Cap,1
2020-09-17,BNL,"Broadstone Net Lease, Inc.",17.0,16.03,-4.94,3170.0,2020,REIT - Diversified,12.47,12.91,14.29,20.15,-26.65,-24.06,-15.94,18.53,Large Cap,1
2020-09-17,DYN,"Dyne Therapeutics, Inc.",19.0,11.84,-37.32,1340.0,2020,Biotechnology,22.06,17.42,16.63,16.0,16.11,-8.32,-12.47,-15.79,Mid Cap,0
2020-09-16,FROG,JFrog Ltd.,44.0,34.39,-21.25,3940.0,2020,Software - Application,75.5,80.18,51.08,36.01,71.59,82.23,16.09,-18.16,Large Cap,0
2020-09-16,SNOW,Snowflake Inc.,120.0,167.92,41.67,56030.0,2020,Software - Application,217.39,242.52,238.76,323.52,81.16,102.1,98.97,169.6,Large Cap,1
2020-09-16,STEP,StepStone Group Inc.,18.0,53.66,200.11,6280.0,2020,Asset Management,23.35,23.69,28.88,41.68,29.72,31.61,60.44,131.56,Large Cap,1
2020-09-11,LSPD,Lightspeed Commerce Inc.,30.5,9.68,-68.28,1410.0,2020,Software - Application,29.76,38.05,58.15,124.02,-2.43,24.75,90.66,306.62,Mid Cap,1
2020-08-28,GP,GreenPower Motor Company Inc.,20.0,0.45,-97.73,12.82,2020,Farm & Heavy Construction Machinery,13.63,10.87,26.29,13.54,-31.85,-45.65,31.45,-32.3,Small Cap,0
2020-08-27,XPEV,XPeng Inc.,15.0,19.94,32.93,18960.0,2020,Auto Manufacturers,20.03,17.93,37.91,40.28,33.53,19.53,152.73,168.53,Large Cap,1
2020-08-21,KYMR,"Kymera Therapeutics, Inc.",20.0,33.63,70.3,2180.0,2020,Biotechnology,33.28,29.22,59.21,53.68,66.4,46.1,196.05,168.4,Large Cap,1
2020-08-21,NNOX,Nano-X Imaging Ltd.,18.0,5.04,-72.56,321.36,2020,Medical Devices,25.98,28.83,59.38,22.57,44.33,60.17,229.89,25.39,Mid Cap,1
2020-08-19,HRMY,"Harmony Biosciences Holdings, Inc.",24.0,29.93,25.5,1720.0,2020,Biotechnology,34.0,33.6,35.56,31.58,41.67,40.0,48.17,31.58,Mid Cap,1
2020-08-19,INBX,"Inhibrx Biosciences, Inc.",17.0,12.33,-29.94,178.49,2020,Biotechnology,,,,,,,,,Small Cap,0
2020-08-13,BEKE,KE Holdings Inc.,20.0,20.82,3.28,25000.0,2020,Real Estate Services,39.33,46.84,63.91,17.18,96.65,134.2,219.55,-14.1,Large Cap,0
2020-08-13,NTST,NETSTREIT Corp.,18.0,16.09,-10.89,1320.0,2020,REIT - Retail,14.74,14.73,14.95,21.95,-18.11,-18.17,-16.94,21.94,Mid Cap,1
2020-08-07,IBEX,IBEX Limited,19.0,25.71,35.58,339.16,2020,Information Technology Services,14.66,12.22,18.82,20.38,-22.84,-35.68,-0.95,7.26,Mid Cap,1
2020-08-06,RKT,"Rocket Companies, Inc.",18.0,11.92,-33.25,23790.0,2020,Mortgage Finance,15.75,20.64,17.59,15.41,-12.5,14.67,-2.28,-14.39,Large Cap,0
2020-08-05,RXT,"Rackspace Technology, Inc.",21.0,1.41,-93.24,334.6,2020,Software - Infrastructure,15.8,19.61,21.48,17.13,-24.76,-6.62,2.29,-18.43,Mid Cap,0
2020-07-31,FTHM,Fathom Holdings Inc.,10.0,0.8,-91.7,21.76,2020,Real Estate Services,10.24,17.81,37.09,25.3,2.4,78.1,270.9,153.0,Small Cap,1
2020-07-31,VITL,"Vital Farms, Inc.",22.0,35.52,62.23,1580.0,2020,Farm Products,38.86,39.4,26.14,17.41,76.64,79.09,18.82,-20.86,Mid Cap,0
2020-07-31,VSTA,Vasta Platform Limited,19.0,4.51,-76.0,361.71,2020,Education & Training Services,17.8,15.71,13.5,7.04,-6.32,-17.32,-28.95,-62.95,Mid Cap,0
2020-07-30,LI,Li Auto Inc.,11.5,25.24,119.74,25580.0,2020,Auto Manufacturers,18.5,17.6,32.5,33.39,60.87,53.04,182.61,190.35,Large Cap,1
2020-07-29,VERX,"Vertex, Inc.",19.0,39.05,106.37,6190.0,2020,Software - Application,24.69,28.19,34.38,19.14,29.95,48.37,80.95,0.74,Large Cap,1
2020-07-24,ANNX,"Annexon, Inc.",17.0,1.82,-88.41,199.13,2020,Biotechnology,18.23,23.86,26.45,21.0,7.24,40.35,55.59,23.53,Small Cap,1
2020-07-24,INZY,"Inozyme Pharma, Inc.",16.0,1.49,-90.13,95.4,2020,Biotechnology,19.55,28.54,27.17,19.03,22.19,78.38,69.81,18.94,Small Cap,1
2020-07-24,ITOS,"iTeos Therapeutics, Inc.",19.0,7.2,-62.11,275.57,2020,Biotechnology,19.68,30.0,36.23,24.32,3.58,57.89,90.68,28.0,Small Cap,1
2020-07-24,NRIX,"Nurix Therapeutics, Inc.",19.0,10.94,-42.45,833.64,2020,Biotechnology,19.39,23.54,43.5,30.72,2.05,23.89,128.95,61.68,Mid Cap,1
2020-07-23,EDTK,Skillful Craftsman Education Technology Limited,5.0,1.03,-79.4,16.41,2020,Education & Training Services,4.3,4.54,3.27,1.92,-14.0,-9.2,-34.6,-61.6,Small Cap,0
2020-07-23,MEG,"Montrose Environmental Group, Inc.",15.0,15.22,1.8,527.58,2020,Waste Management,22.22,26.14,40.26,50.32,48.13,74.27,168.4,235.47,Mid Cap,1
2020-07-22,JAMF,Jamf Holding Corp.,26.0,11.26,-56.65,1480.0,2020,Software - Application,40.3,40.13,33.86,31.74,55.0,54.35,30.23,22.08,Mid Cap,1
2020-07-17,ALXO,ALX Oncology Holdings Inc.,19.0,0.53,-97.25,28.29,2020,Biotechnology,30.25,47.1,82.17,54.5,59.21,147.89,332.47,186.84,Small Cap,1
2020-07-16,RLAY,"Relay Therapeutics, Inc.",20.0,3.31,-83.45,564.32,2020,Biotechnology,36.2,32.81,40.0,33.33,81.0,64.05,100.0,66.65,Mid Cap,1
2020-07-14,NCNO,"nCino, Inc.",31.0,22.27,-26.71,2570.0,2020,Software - Application,74.97,84.6,71.33,63.24,141.84,172.9,130.1,104.0,Large Cap,1
2020-07-10,IVA,Inventiva S.A.,14.4,3.57,-75.24,345.72,2020,Biotechnology,11.27,12.2,14.78,14.0,-21.74,-15.28,2.64,-2.78,Mid Cap,0
2020-07-10,NKTX,"Nkarta, Inc.",18.0,1.99,-89.19,140.85,2020,Biotechnology,37.02,23.52,55.0,28.56,105.67,30.67,205.56,58.67,Small Cap,1
2020-07-02,LMND,"Lemonade, Inc.",29.0,30.0,4.59,2200.0,2020,Insurance - Property & Casualty,77.01,58.18,118.34,107.65,165.55,100.62,308.07,271.21,Large Cap,1
2020-07-01,DNB,"Dun & Bradstreet Holdings, Inc.",22.0,8.97,-59.21,4000.0,2020,Financial Data & Stock Exchanges,25.19,24.25,24.97,20.21,14.5,10.23,13.5,-8.14,Large Cap,0
2020-06-26,ACI,"Albertsons Companies, Inc.",16.0,21.7,35.59,12490.0,2020,Grocery Stores,10.68,10.29,10.58,13.81,-33.25,-35.69,-33.88,-13.69,Large Cap,0
2020-06-26,API,"Agora, Inc.",20.0,3.45,-82.63,322.61,2020,Software - Application,56.49,38.74,39.96,41.75,182.45,93.7,99.8,108.75,Mid Cap,1
2020-06-19,IMG,CIMG Inc.,,0.59,,17.67,2020,Packaged Foods,320.25,650.65,403.9,112.0,,,,,Small Cap,0
2020-06-19,RPTX,Repare Therapeutics Inc.,20.0,1.41,-92.95,59.73,2020,Biotechnology,32.3,23.09,33.9,34.02,61.5,15.45,69.5,70.1,Small Cap,1
2020-06-16,RPRX,Royalty Pharma plc,28.0,32.99,17.82,19020.0,2020,Biotechnology,45.89,38.01,39.13,39.88,63.89,35.75,39.75,42.43,Large Cap,1
2020-06-12,AZEK,The AZEK Company Inc.,23.0,49.77,116.37,7160.0,2020,Building Products & Equipment,30.4,30.87,34.73,41.9,32.17,34.22,51.0,82.17,Large Cap,1
2020-06-12,GBIO,Generation Bio Co.,19.0,0.41,-97.68,27.38,2020,Biotechnology,21.91,18.07,39.07,27.0,15.32,-4.89,105.63,42.11,Small Cap,1
2020-06-12,PCVX,"Vaxcyte, Inc.",16.0,34.28,115.0,4420.0,2020,Biotechnology,35.45,29.21,28.16,22.01,121.56,82.56,76.0,37.56,Large Cap,1
2020-06-12,RNA,"Avidity Biosciences, Inc.",18.0,32.28,80.83,3880.0,2020,Biotechnology,30.07,27.84,33.32,25.65,67.06,54.67,85.11,42.5,Large Cap,1
2020-06-11,LTRN,Lantern Pharma Inc.,15.0,3.67,-75.33,39.58,2020,Biotechnology,12.9,12.69,15.35,15.58,-14.0,-15.4,2.33,3.87,Small Cap,1
2020-06-10,UCL,uCloudlink Group Inc.,18.0,1.1,-93.77,41.4,2020,Telecom Services,17.9,13.89,12.74,10.99,-0.56,-22.83,-29.22,-38.94,Small Cap,0
2020-06-05,DADA,Dada Nexus Limited,16.0,1.95,-87.84,504.25,2020,Internet Retail,14.75,27.69,53.6,25.41,-7.81,73.06,235.0,58.81,Mid Cap,1
2020-06-05,FOUR,"Shift4 Payments, Inc.",23.0,82.64,260.48,7320.0,2020,Software - Infrastructure,34.75,39.39,55.85,95.0,51.09,71.26,142.83,313.04,Large Cap,1
2020-06-05,LEGN,Legend Biotech Corporation,23.0,33.4,44.87,6130.0,2020,Biotechnology,38.04,39.16,30.45,38.67,65.39,70.26,32.39,68.13,Large Cap,1
2020-06-04,ZI,ZoomInfo Technologies Inc.,21.0,9.1,-56.52,3080.0,2020,Software - Application,49.5,45.05,47.93,44.2,135.71,114.52,128.24,110.48,Large Cap,1
2020-06-03,PLRX,"Pliant Therapeutics, Inc.",16.0,1.6,-89.66,98.22,2020,Biotechnology,23.28,29.53,27.52,31.07,45.5,84.56,72.0,94.19,Small Cap,1
2020-06-03,WMG,Warner Music Group Corp.,25.0,30.33,20.94,15780.0,2020,Entertainment,28.33,26.78,27.35,32.13,13.32,7.12,9.4,28.52,Large Cap,1
2020-05-21,SLQT,"SelectQuote, Inc.",20.0,2.51,-87.1,432.08,2020,Insurance Brokers,28.45,25.68,21.41,20.6,42.25,28.4,7.05,3.0,Mid Cap,1
2020-05-15,ADCT,ADC Therapeutics SA,19.0,1.42,-92.42,140.83,2020,Biotechnology,35.3,39.67,34.67,21.23,85.79,108.79,82.47,11.74,Small Cap,1
2020-05-08,KC,Kingsoft Cloud Holdings Limited,17.0,15.88,-6.21,4000.0,2020,Software - Application,23.1,20.0,35.07,40.71,35.88,17.65,106.29,139.47,Large Cap,1
2020-05-05,GAN,GAN Limited,8.5,1.81,-78.88,82.66,2020,Gambling,15.26,20.74,15.68,17.17,79.53,144.0,84.47,102.0,Small Cap,1
2020-05-01,LYRA,"Lyra Therapeutics, Inc.",16.0,0.1,-99.34,6.84,2020,Biotechnology,15.21,16.1,11.5,10.07,-4.94,0.63,-28.12,-37.06,Small Cap,0
2020-04-24,ORIC,"ORIC Pharmaceuticals, Inc.",16.0,5.71,-64.31,405.9,2020,Biotechnology,26.55,28.2,21.52,23.14,65.94,76.25,34.5,44.62,Mid Cap,1
2020-04-08,KROS,"Keros Therapeutics, Inc.",16.0,14.58,-8.56,592.11,2020,Biotechnology,27.18,27.39,36.14,62.76,69.88,71.19,125.88,292.25,Mid Cap,1
2020-04-03,ZNTL,"Zentalis Pharmaceuticals, Inc.",18.0,1.36,-92.44,97.66,2020,Biotechnology,24.31,31.93,32.69,43.34,35.06,77.39,81.61,140.78,Small Cap,1
2020-03-12,ELVN,"Enliven Therapeutics, Inc.",16.0,20.33,26.38,996.26,2020,Biotechnology,16.6,15.9,22.23,10.25,3.75,-0.62,38.94,-35.94,Mid Cap,0
