IPO Date,Symbol,Company Name,IPO Price,Current,Return,Market Cap,Year,Industry,Price_1W,Price_1M,Price_6M,Price_1Y,Return_1W_pct,Return_1M_pct,Return_6M_pct,Return_1Y_pct,Market Cap Size,Success_Q2
2020-03-03,GFL,GFL Environmental Inc.,19.0,51.54,172.11,18500.0,2020,Waste Management,16.46,12.99,18.06,33.18,-13.37,-31.63,-4.95,74.63,Large Cap,1
2020-02-28,PASG,"Passage Bio, Inc.",18.0,0.36,-97.81,22.27,2020,Biotechnology,20.2,15.72,15.4,18.02,12.22,-12.67,-14.44,0.11,Small Cap,1
2020-02-13,RVMD,"Revolution Medicines, Inc.",17.0,39.8,134.09,7400.0,2020,Biotechnology,31.0,24.78,28.03,49.78,82.35,45.76,64.88,192.82,Large Cap,1
2020-02-07,NREF,"NexPoint Real Estate Finance, Inc.",19.0,14.21,-24.53,322.31,2020,REIT - Mortgage,10.27,8.89,8.67,10.15,-45.95,-53.21,-54.37,-46.58,Mid Cap,0
2020-02-07,ONEW,OneWater Marine Inc.,12.0,12.09,-1.58,197.23,2020,Specialty Retail,16.76,9.22,26.5,35.27,39.67,-23.17,120.83,193.92,Small Cap,1
2020-02-06,BEAM,Beam Therapeutics Inc.,17.0,19.82,16.59,1940.0,2020,Biotechnology,29.2,23.55,19.41,116.16,71.76,38.53,14.18,583.29,Mid Cap,1
2020-02-06,SDGR,"Schrödinger, Inc.",17.0,25.98,53.65,1910.0,2020,Health Information Services,26.6,43.32,72.61,99.63,56.47,154.82,327.12,486.06,Mid Cap,1
2020-01-31,ARQT,"Arcutis Biotherapeutics, Inc.",17.0,15.41,-10.12,1830.0,2020,Biotechnology,26.39,27.4,27.56,27.29,55.24,61.18,62.12,60.53,Mid Cap,1
2020-01-31,REYN,Reynolds Consumer Products Inc.,26.0,23.29,-9.65,4900.0,2020,Packaging & Containers,25.81,24.13,29.33,26.17,-0.73,-7.19,12.81,0.65,Large Cap,1
2020-01-30,BDTX,"Black Diamond Therapeutics, Inc.",19.0,1.67,-91.05,94.65,2020,Biotechnology,38.74,26.99,28.79,24.77,103.89,42.05,51.53,30.37,Small Cap,1
2020-01-29,ANVS,"Annovis Bio, Inc.",6.0,1.55,-73.83,30.2,2020,Biotechnology,6.02,4.85,5.81,10.23,0.33,-19.17,-3.17,70.5,Small Cap,1
2020-01-17,IMAB,I-Mab,14.0,0.87,-93.29,70.91,2020,Biotechnology,14.0,10.81,32.64,49.52,0.0,-22.79,133.14,253.71,Small Cap,1
2020-01-17,VEL,"Velocity Financial, Inc.",13.0,16.9,29.08,616.71,2020,Mortgage Finance,13.64,14.43,3.85,7.04,4.92,11.0,-70.38,-45.85,Mid Cap,0
